3fa42ac_33	1	0.7251356548915531	La exploración y las operaciones de explotación y beneficio deberán ser ejecutadas por el contratista conforme a los términos y condiciones estipulados en el contrato y en el acuerdo Nº 2224/2017 del consejo directivo de la Comisión Chilena de Energía Nuclear
3fa42ac_44	2	0.7207809083140476	Durante cada una de estas fases, el contratista realizará todas las operaciones que estime pertinentes, conducentes y/o necesarias para la puesta en marcha y el desarrollo del proyecto minero conforme a los términos establecidos en el futuro contrato, en las leyes, reglamentos y demás normativa vigente en Chile al momento de su suscripción
3297093_72	3	0.7050174657341961	"""i) Contratos de todo el personal dependiente del solicitante que realizarán las labores de instalación, mantención o certificación"
3297093_73	4	0.6903604205667513	j) Certificado de competencias laborales emitido por un centro de acreditación reconocido por ChileValora, de todo el personal dependiente del solicitante que realizarán labores de instalación, mantención o certificación
c7255b0_699	5	0.6854876914355417	En los casos donde se contemple la contratación de una empresa para la ejecución de las obras asociadas a la aplicación del subsidio, dicho contratista tendrá a cargo la ejecución física de las obras, debiendo para ello ajustarse al contrato, a los proyectos aprobados y a la reglamentación vigente
3297093_76	6	0.6844228573736103	"""j) Contratos de todo el personal dependiente del solicitante que realizarán las labores de instalación, mantención o certificación"
3fa42ac_36	7	0.6829231369879549	La futura suscripción y aprobación del contrato es sin perjuicio de la obligación del contratista de dar cumplimiento al ordenamiento legal vigente, debiendo obtener todas las autorizaciones, concesiones y permisos necesarios para ejecutar las labores de exploración, explotación y beneficio de yacimientos de litio, tales como los permisos ambientales, sectoriales y otros que sean aplicables
2bb3805_328	8	0.6598122643777408	El valor a pagar por la exploración geotécnica asociada a la clasificación sísmica de los suelos y los estudios especiales de suelos, se realizará una vez efectuado el trabajo, aprobado por el SERVIU y asignados los subsidios e iniciadas las obras
efda249_13	9	0.659750430617802	(ciento ochenta millones de pesos) para un Programa de Capacitación para trabajadores de plantas de procesamiento de la Región del Bio Bío, con el objeto de que estas personas puedan obtener competencias técnicas específicas, permitiendo su especialización, y brindándoles herramientas necesarias para contar con alternativas de trabajo que les permitan superar la grave crisis por la que atraviesan
b110551_29	10	0.6594806867680961	El profesional debe ser empleado y disponer de contrato vigente del Laboratorio de Ensayos de productos eléctricos de alumbrado que presenta la postulación, de acuerdo a la legislación vigente sobre la materia
d3123a5_299	11	0.6576927105789838	iv) La Sociedad Concesionaria deberá construir, conservar y explotar las obras descritas en los documentos que forman parte del contrato de concesión, en la forma, modo y plazos indicados en dichos documentos
c7255b0_649	12	0.6572499206043069	e) Contratar las obras, incluyendo la supervisión del contrato con el objeto de que se lleve a efecto en todos sus términos, culminando con la entrega a los beneficiarios de las obras terminadas y recepcionadas por la DOM
3297093_77	13	0.6552580951766604	k) Certificado de competencias laborales emitido por un centro de acreditación reconocido por ChileValora, de todo el personal dependiente del solicitante que realizarán labores de instalación, mantención o certificación
85d0f2a_85	14	0.6530869019350132	La Corporación se obliga a solventar todos los gastos inherentes a la eficiente administración del Liceo Agrícola de La Patagonia con los recursos indicados precedentemente, entre los cuales deberá considerar especialmente el pago de las remuneraciones e imposiciones previsionales y de salud que sean de su cargo de todo el personal del establecimiento, los gastos de mantenimiento y reparaciones ordinarias del inmueble, compra de insumos para los talleres, los impuestos y contribuciones respectivas, contratación de seguros, al menos, respecto de los inmuebles, perfeccionamiento y capacitación del personal docente del establecimiento, consumos básicos y demás desembolsos que sean necesarios para el funcionamiento normal del Liceo Agrícola mencionado
